site_index,city_site,city,site,season,Long,Lat,CRS,rich_obs_site,K_days,Impervious,pd_undev,cropland,Kdays_std,imperv_std,pd_undev_std,cropland_std,rich_mean,rich_med,rich_sd,rich_2_5,rich_97_5,rich_5,rich_95,hill1_mean,hill1_med,hill1_sd,hill1_2_5,hill1_97_5,hill1_5,hill1_95,city_name,state_prov,survey_yr,rich_known_reg,rich_obs_reg,x_cent,y_cent,EVI_av,mat_av,urb_reg,date_col,date_col_n,yrs_col,EVI_av_std,mat_av_std,urb_reg_std,yrs_col_std,,,,,,,,,,,,,,,,,,,,,,,,
407,naca_NCAP-MD-LFP2,naca,NCAP-MD-LFP2,JU20,1611259.265,1930953.511,AEA_Custom_NLCD2016,2,19,28.11493265,3.193765769,0,0.17457441,-0.029233515,-0.617115541,-0.435446305,3.9581,4,0.854410552,2,6,3,5,5.685451032,5.66800272,0.376658342,4.996241521,6.464253784,5.092441563,6.331440383,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
408,naca_NCAP-MD-SCG1,naca,NCAP-MD-SCG1,JU20,1616551.143,1938337.836,AEA_Custom_NLCD2016,5,19,20.77656832,6.371049949,0,0.17457441,-0.633049238,0.717456827,-0.435446305,5.3899,5,0.586440433,5,7,5,6,6.17726457,6.158005111,0.385379324,5.457801334,6.969575151,5.561991594,6.821004112,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
409,naca_NCAP-MD-SYC1,naca,NCAP-MD-SYC1,JU20,1609305.088,1930343.933,AEA_Custom_NLCD2016,1,19,6.845933562,7.320411216,0,0.17457441,-1.779290543,1.116222328,-0.435446305,4.251,4,1.13098493,2,6,2,6,6.470853465,6.445458659,0.517636521,5.514331754,7.582728192,5.669576041,7.350813502,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
410,naca_NCAP-VA-ARM1,naca,NCAP-VA-ARM1,JU20,1615725.688,1919747,AEA_Custom_NLCD2016,2,14,40.33103646,2.867794666,0,-1.959112823,0.975932654,-0.754034999,-0.435446305,3.8193,4,0.877453419,2,6,2,5,5.542226926,5.518830036,0.431354994,4.769112756,6.434927856,4.869109977,6.290011063,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
411,naca_NCAP-VA-BAR1,naca,NCAP-VA-BAR1,JU20,1614232.564,1918798.757,AEA_Custom_NLCD2016,4,18,43.41368451,2.869440459,0,-0.252163037,1.229579282,-0.753343708,-0.435446305,4.4042,4,0.603207051,4,6,4,6,5.505904136,5.482873689,0.459300536,4.679560202,6.46753534,4.797179155,6.295427133,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
412,naca_NCAP-VA-BLU1,naca,NCAP-VA-BLU1,JU20,1611524.074,1920556.839,AEA_Custom_NLCD2016,5,20,30.54409652,2.546959567,0.002578797,0.601311856,0.170643089,-0.888797153,0.142905317,5.2537,5,0.477660053,5,6,5,6,5.485294228,5.468850631,0.375388081,4.807584922,6.258071608,4.906620711,6.13279661,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
413,naca_NCAP-VA-BSH1,naca,NCAP-VA-BSH1,JU20,1613044.55,1912423.035,AEA_Custom_NLCD2016,4,20,41.68357696,4.779657777,0,0.601311856,1.08722247,0.049015511,-0.435446305,4.465,4,0.638761146,4,6,4,6,5.721832227,5.704823864,0.442101608,4.909369758,6.650285928,5.025239246,6.477268128,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
414,naca_NCAP-VA-DAI1,naca,NCAP-VA-DAI1,JU20,1619949.686,1917886.198,AEA_Custom_NLCD2016,5,20,17.7667337,1.273479784,0,0.601311856,-0.880704627,-1.423703958,-0.435446305,5.3496,5,0.562148949,5,7,5,6,5.648765987,5.617354305,0.489149113,4.778340127,6.691548623,4.891830354,6.505868871,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
415,naca_NCAP-VA-DOK1,naca,NCAP-VA-DOK1,JU20,1612117.781,1916747.314,AEA_Custom_NLCD2016,3,20,27.87367212,4.463574048,0,0.601311856,-0.049084928,-0.083750898,-0.435446305,4.2174,4,0.799750711,3,6,3,6,5.837843656,5.823907561,0.35768477,5.169646054,6.571613635,5.269286144,6.44899871,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
416,naca_NCAP-VA-FMR1,naca,NCAP-VA-FMR1,JU20,1618074.707,1918837.075,AEA_Custom_NLCD2016,2,22,54.17077364,1.909672491,0.012603838,1.454786749,2.114694719,-1.156480392,2.391240574,3.2304,3,0.856381445,2,5,2,5,4.835978096,4.799732601,0.652784129,3.645955981,6.218677123,3.833697562,5.968336415,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
417,naca_NCAP-VA-FTW1,naca,NCAP-VA-FTW1,JU20,1615594.097,1914852.198,AEA_Custom_NLCD2016,3,20,43.24254587,6.367398918,0,0.601311856,1.215497642,0.715923264,-0.435446305,4.6502,5,0.850242466,3,6,3,6,5.856840491,5.847103264,0.482877092,4.958428449,6.855853487,5.089892154,6.675423106,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
418,naca_NCAP-VA-JPP1,naca,NCAP-VA-JPP1,JU20,1620402.672,1914168.928,AEA_Custom_NLCD2016,3,14,32.35935706,1.912411551,0.002294894,-1.959112823,0.320006463,-1.15532989,0.079233917,4.0914,4,0.706325654,3,6,3,5,5.426350049,5.405415752,0.393114795,4.724900275,6.241078513,4.820782992,6.109727937,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
419,naca_NCAP-VA-LEE1,naca,NCAP-VA-LEE1,JU20,1615282.821,1910475.736,AEA_Custom_NLCD2016,2,20,23.25387263,4.459734964,0.017201835,0.601311856,-0.42921154,-0.08536345,3.422441999,3.3007,3,0.903194933,2,5,2,5,5.006845565,4.988880919,0.691264231,3.736946134,6.411481771,3.907776778,6.180396472,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
420,naca_NCAP-VA-LIC1,naca,NCAP-VA-LIC1,JU20,1611084.12,1917424.521,AEA_Custom_NLCD2016,4,20,27.09538814,5.410738725,0,0.601311856,-0.113123736,0.314091956,-0.435446305,4.5444,4,0.678288027,4,6,4,6,5.969530939,5.956233468,0.357526964,5.299389152,6.704087923,5.408748228,6.572273676,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
421,naca_NCAP-VA-MCC1,naca,NCAP-VA-MCC1,JU20,1605117.455,1927606.211,AEA_Custom_NLCD2016,3,19,28.51304099,7.016201046,0.004879449,0.17457441,0.003523659,0.988443236,0.658877006,4.3406,4,0.796401322,3,6,3,6,5.95254345,5.946641259,0.406941444,5.184798671,6.775076499,5.306530828,6.626429524,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
422,naca_NCAP-VA-MHP1,naca,NCAP-VA-MHP1,JU20,1608356.935,1923743.041,AEA_Custom_NLCD2016,5,14,28.43638968,6.683853719,0,-1.959112823,-0.002783368,0.848845537,-0.435446305,5.9905,6,0.628051905,5,7,5,7,6.113643164,6.102155423,0.37814653,5.407156201,6.892072424,5.510210127,6.742621162,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
423,naca_NCAP-VA-PRC1,naca,NCAP-VA-PRC1,JU20,1604652.291,1918423.385,AEA_Custom_NLCD2016,5,20,29.83802412,5.413840324,0,0.601311856,0.112545999,0.315394738,-0.435446305,5.4179,5,0.5972397,5,7,5,7,5.938155708,5.923793071,0.361316533,5.255297209,6.680263279,5.368796132,6.554253486,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
424,naca_NCAP-VA-RTP1,naca,NCAP-VA-RTP1,JU20,1606618.611,1917449.964,AEA_Custom_NLCD2016,5,20,15.30934019,11.78982252,0,0.601311856,-1.082904023,2.993534046,-0.435446305,6.0301,6,0.696306308,5,7,5,7,6.602470906,6.576456289,0.535265353,5.607850227,7.752302187,5.771557072,7.533163257,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
425,naca_NCAP-VA-TKY1,naca,NCAP-VA-TKY1,JU20,1607436.505,1930873.638,AEA_Custom_NLCD2016,2,19,4.586869266,2.546229988,0,0.17457441,-1.965171004,-0.889103602,-0.435446305,4.0858,4,1.018892622,2,6,2,6,6.020452701,5.99282242,0.600667214,4.938417863,7.281205291,5.073760134,7.047607138,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
426,naca_NCAP-VA-UPT1,naca,NCAP-VA-UPT1,JU20,1610276.308,1920926.841,AEA_Custom_NLCD2016,3,14,38.90841442,4.14474733,0.003156385,-1.959112823,0.858876385,-0.21766946,0.272442066,4.0286,4,0.768661905,3,6,3,5,5.583139203,5.561969115,0.396416354,4.8716113,6.431554743,4.963265436,6.272396791,National Capitol,DC,2019,19,8,1612269.797,1922062.929,0.292333976,13.22620725,0.753570571,1749,"Earliest European settlement in Alexandria, VA",270,0.996522213,0.112157035,1.133793908,1.310430342,,,,,,,,,,,,,,,,,,,,,,,,
427,phaz_1-01_AF14,phaz,1-01_AF14,JU19,-1432355.011,1281124.936,AEA_Custom_NLCD2016,7,35,0.083954155,0.637287704,0,0.407000828,-1.171068746,-0.54033868,-0.311592346,9.2571,9,1.02757247,7,11,8,11,10.78948816,10.77900671,0.551293203,9.750551886,11.91109516,9.906094153,11.72249406,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
428,phaz_1-02_EME,phaz,1-02_EME,JU19,-1500556.891,1271739.452,AEA_Custom_NLCD2016,2,35,0,0.31800547,0,0.407000828,-1.174285692,-0.74542541,-0.311592346,5.8399,6,1.436062052,3,9,4,8,10.88638177,10.88213283,0.552373303,9.833652552,12.01234773,9.999682282,11.80444739,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
429,phaz_1-03_EMW,phaz,1-03_EMW,JU19,-1507373.727,1267182.381,AEA_Custom_NLCD2016,7,35,0,0.319009794,0,0.407000828,-1.174285692,-0.744780296,-0.311592346,8.7676,9,1.022787783,7,11,7,10,10.88615471,10.88188511,0.552343192,9.833680091,12.01177947,9.999172642,11.80338304,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
430,phaz_1-04_J9,phaz,1-04_J9,JU19,-1516728.973,1314833.785,AEA_Custom_NLCD2016,6,35,0,0.318735258,0,0.407000828,-1.174285692,-0.74495664,-0.311592346,8.6299,9,1.189145658,6,11,7,11,10.88621682,10.88195955,0.552351409,9.833672564,12.01193478,9.99931196,11.80367436,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
431,phaz_1-05_MCS,phaz,1-05_MCS,JU19,-1441295.765,1294719.966,AEA_Custom_NLCD2016,4,31,0,0.318278749,0,-0.562048763,-1.174285692,-0.745249873,-0.311592346,6.6671,7,1.301017623,4,9,5,9,10.88632003,10.88206336,0.552365096,9.833660046,12.01219308,9.999543614,11.80415816,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
432,phaz_1-06_T21,phaz,1-06_T21,JU19,-1485646.402,1264394.988,AEA_Custom_NLCD2016,4,35,0.225028703,0.31809651,0,0.407000828,-1.165663068,-0.745366931,-0.311592346,6.9919,7,1.309582334,5,10,5,9,10.87236756,10.8692271,0.551919627,9.818431248,12.00013304,9.986135726,11.79065497,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
433,phaz_1-07_UMP,phaz,1-07_UMP,JU19,-1434579.392,1272014.914,AEA_Custom_NLCD2016,6,35,1.833429064,1.594591147,0,0.407000828,-1.104032572,0.074572557,-0.311592346,7.1773,7,0.97926534,6,9,6,9,10.28946467,10.28667888,0.634760714,9.049999044,11.53385751,9.250198771,11.34838871,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
434,phaz_1-08_V9,phaz,1-08_V9,JU19,-1469556.17,1310903.864,AEA_Custom_NLCD2016,6,35,0,0.31919308,0,0.407000828,-1.174285692,-0.744662564,-0.311592346,8.1071,8,1.077286241,6,10,7,10,10.88611323,10.88186782,0.552337713,9.833685116,12.01167578,9.999079627,11.80318838,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
435,phaz_1-09_W19,phaz,1-09_W19,JU19,-1472131.315,1267814.564,AEA_Custom_NLCD2016,5,35,1.051649928,0.318643852,0,0.407000828,-1.133988693,-0.745015354,-0.311592346,7.053,7,1.17461865,5,9,5,9,10.8194807,10.81526754,0.550536533,9.762879781,11.94425809,9.940267627,11.73427015,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
436,phaz_1-10_GOAT,phaz,1-10_GOAT,JU19,-1514377.182,1298982.599,AEA_Custom_NLCD2016,8,35,0.270588235,0.31910141,0,0.407000828,-1.163917323,-0.744721447,-0.311592346,9.3549,9,0.928349166,8,11,8,11,10.86928609,10.86551722,0.551800428,9.81579974,11.99775777,9.983515617,11.78770683,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
437,phaz_2-01_AF19,phaz,2-01_AF19,JU19,-1437466.866,1261634.927,AEA_Custom_NLCD2016,0,24,24.91188289,2.227313224,0.018900344,-2.257885547,-0.219715089,0.480993235,0.19233172,2.4217,2,1.169019149,0,5,1,4,7.360285184,7.338216517,0.66936039,6.095237634,8.742205375,6.282141252,8.456761034,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
438,phaz_2-02_E12,phaz,2-02_E12,JU19,-1537813.421,1309009.64,AEA_Custom_NLCD2016,8,35,0,0.31919308,0,0.407000828,-1.174285692,-0.744662564,-0.311592346,9.263,9,0.885273614,8,11,8,11,10.88611323,10.88186782,0.552337713,9.833685116,12.01167578,9.999079627,11.80318838,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
439,phaz_2-03_EMP,phaz,2-03_EMP,JU19,-1505931.485,1274092.758,AEA_Custom_NLCD2016,2,35,0.833333333,0.318643852,0,0.407000828,-1.142354123,-0.745015354,-0.311592346,5.7545,6,1.447839554,3,9,3,8,10.83362115,10.82995874,0.550850165,9.779094128,11.95878208,9.951628908,11.75045292,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
440,phaz_2-04_I17,phaz,2-04_I17,JU19,-1523201.784,1285705.089,AEA_Custom_NLCD2016,7,34,9.814220183,1.596882885,0,0.16473843,-0.798225555,0.076044624,-0.311592346,7.7104,8,0.784087571,7,9,7,9,9.635663562,9.633701525,0.610052526,8.450908792,10.85855954,8.628624952,10.64450092,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
441,phaz_2-05_MCN,phaz,2-05_MCN,JU19,-1437635.695,1303199.738,AEA_Custom_NLCD2016,5,35,0.494127757,0.318735258,0,0.407000828,-1.155351762,-0.74495664,-0.311592346,7.3515,7,1.193268678,5,10,6,9,10.85527874,10.85193311,0.551402557,9.801626483,11.9813926,9.970081177,11.77228901,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
442,phaz_2-06_PWP,phaz,2-06_PWP,JU19,-1469760.805,1290514.798,AEA_Custom_NLCD2016,4,34,16.5174685,0.636375207,0,0.16473843,-0.541371273,-0.54092481,-0.311592346,5.3077,5,1.038233357,4,8,4,7,9.445186284,9.434063738,0.604440098,8.290085829,10.65245861,8.46176071,10.46197915,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
443,phaz_2-07_SMW,phaz,2-07_SMW,JU19,-1479786.964,1266703.088,AEA_Custom_NLCD2016,5,35,1.220309811,0.955657492,0,0.407000828,-1.127526004,-0.335838046,-0.311592346,6.9615,7,1.137078293,5,9,5,9,10.59295036,10.58449715,0.564735041,9.520270444,11.73438004,9.686552477,11.54084057,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
444,phaz_2-08_TONTO,phaz,2-08_TONTO,JU19,-1433036.234,1283749.294,AEA_Custom_NLCD2016,6,35,0.131880734,0.637104995,0.001720183,0.407000828,-1.169232301,-0.54045604,-0.265728531,8.4519,8,1.203009191,6,11,7,10,10.74118069,10.73050512,0.55356271,9.701793929,11.86408902,9.854851391,11.67930961,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
445,phaz_2-09_U13,phaz,2-09_U13,JU19,-1475267.644,1295240.505,AEA_Custom_NLCD2016,5,34,13.06923298,0.638202821,0,0.16473843,-0.673500357,-0.539750866,-0.311592346,6.8197,7,1.049810516,5,9,5,9,9.751540771,9.736486752,0.576160157,8.65895488,10.91314624,8.816685517,10.7262885,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
446,phaz_2-10_WTM,phaz,2-10_WTM,JU19,-1512860.014,1302614.66,AEA_Custom_NLCD2016,7,35,0.227808101,0.31800547,0,0.407000828,-1.165556568,-0.74542541,-0.311592346,8.6339,9,0.929600562,7,11,7,10,10.87221442,10.86906092,0.55191713,9.818087552,12.00016333,9.986059419,11.79048802,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
447,phaz_3-01_AC16,phaz,3-01_AC16,JU19,-1444202.165,1276619.72,AEA_Custom_NLCD2016,3,35,20.02542857,4.154283706,0,0.407000828,-0.406953671,1.7187573,-0.311592346,4.2636,4,1.034322011,3,7,3,6,8.199536808,8.170682544,0.842717669,6.631470468,9.91428936,6.846446569,9.61166648,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
448,phaz_3-02_AVE35,phaz,3-02_AVE35,JU19,-1483369.085,1275293.678,AEA_Custom_NLCD2016,1,35,22.63417431,2.865329513,0.006303725,0.407000828,-0.306992058,0.89081458,-0.143521397,3.4864,3,1.155313167,2,6,2,5,7.844023661,7.814191005,0.691182078,6.546097458,9.257972006,6.738876609,9.019361589,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
449,phaz_3-03_DBG,phaz,3-03_DBG,JU19,-1465182.18,1277382.803,AEA_Custom_NLCD2016,4,34,27.78661689,5.099764136,0,0.16473843,-0.109561369,2.32607418,-0.311592346,4.7758,5,0.83928827,4,7,4,6,7.518841497,7.484293666,0.904241654,5.854572582,9.379369318,6.093101717,9.060850962,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
450,phaz_3-04_O17,phaz,3-04_O17,JU19,-1501941.746,1279788.773,AEA_Custom_NLCD2016,1,34,13.53815261,5.410738725,0.032368949,0.16473843,-0.65553235,2.525824604,0.551433881,3.6874,4,1.314098141,1,6,2,6,7.832391864,7.807033808,0.927972068,6.132225992,9.71135982,6.375690328,9.42472419,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
451,phaz_3-05_R10,phaz,3-05_R10,JU19,-1484327.154,1307063.375,AEA_Custom_NLCD2016,6,35,32.65586464,2.229867482,0.004587156,0.407000828,0.077017895,0.482633929,-0.18928884,6.3749,6,0.595302804,6,8,6,7,7.28765671,7.259339822,0.67831056,6.01376538,8.679520357,6.199541035,8.428284174,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
452,phaz_3-06_S9,phaz,3-06_S9,JU19,-1481760.689,1309839.99,AEA_Custom_NLCD2016,2,29,28.62940671,3.506087843,0,-1.046573558,-0.077267448,1.30239724,-0.311592346,3.5604,3,1.069984265,2,6,2,5,7.568044637,7.535185404,0.771691457,6.140192466,9.162055271,6.337996383,8.885250475,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
453,phaz_3-07_SME,phaz,3-07_SME,JU19,-1470636.411,1269118.5,AEA_Custom_NLCD2016,5,32,36.42709825,0.636557497,0,-0.319786365,0.221523581,-0.540807718,-0.311592346,5.4982,5,0.683113039,5,7,5,7,7.940137694,7.910726885,0.80799577,6.423294466,9.611510287,6.650429367,9.320325219,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
454,phaz_3-08_W18,phaz,3-08_W18,JU19,-1471668.766,1270506.494,AEA_Custom_NLCD2016,3,35,40.01720677,3.821534346,0,0.407000828,0.359088938,1.505020139,-0.311592346,3.7926,4,0.81268154,3,6,3,5,6.791361984,6.751427319,0.809505182,5.297333046,8.493759807,5.524566474,8.195900879,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
455,phaz_3-09_X12,phaz,3-09_X12,JU19,-1463676.661,1296796.286,AEA_Custom_NLCD2016,0,30,50.54013761,0.636739892,0.00773639,-0.804311161,0.762305366,-0.540690559,-0.105323454,1.2864,1,0.984922356,0,3,0,3,6.994813165,6.934615694,0.947676157,5.267312554,8.972808325,5.534279142,8.63859491,Phoenix,AZ,2019,18,15,-1473212.062,1282468.723,0.142352848,21.82405175,0.572319853,1867,,152,-1.698315016,1.893270366,0.141846436,-1.007719571,,,,,,,,,,,,,,,,,,,,,,,,
