site_index,city_site,city,site,season,Long,Lat,CRS,rich_obs_site,K_days,Impervious,pd_undev,cropland,Kdays_std,imperv_std,pd_undev_std,cropland_std,rich_mean,rich_med,rich_sd,rich_2_5,rich_97_5,rich_5,rich_95,hill1_mean,hill1_med,hill1_sd,hill1_2_5,hill1_97_5,hill1_5,hill1_95,city_name,state_prov,survey_yr,rich_known_reg,rich_obs_reg,x_cent,y_cent,EVI_av,mat_av,urb_reg,date_col,date_col_n,yrs_col,EVI_av_std,mat_av_std,urb_reg_std,yrs_col_std,,,,,,,,,,,,,,,,,,,,,,,,
146,deco_E02-MCN1,deco,E02-MCN1,JU18,-754649.5844,1893645.781,AEA_Custom_NLCD2016,1,26,46.97190367,0,0.020332188,1.180776275,0.326695941,-1.022224202,0.008516634,2.4304,2,0.81708176,1,4,1,4,4.457615604,4.425668785,0.462816016,3.642962166,5.447655299,3.747217935,5.263446247,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
147,deco_E02-MON1,deco,E02-MON1,JU18,-755561.8338,1892671.217,AEA_Custom_NLCD2016,4,26,42.19529682,0,0.003439381,1.180776275,0.030847037,-1.022224202,-0.478301312,4.5134,4,0.629650765,4,6,4,6,4.893590804,4.866643573,0.536256908,3.942341492,6.031184946,4.060942185,5.825416478,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
148,deco_E02-VER1,deco,E02-VER1,JU18,-754041.6143,1892553.157,AEA_Custom_NLCD2016,1,26,49.45488399,1.590938017,0.003150057,1.180776275,0.4804844,0.004696155,-0.486639059,1.9926,2,0.831513308,1,4,1,3,4.605714144,4.574527384,0.464264162,3.780787557,5.585215083,3.895092065,5.423534295,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
149,deco_E03-CWP1,deco,E03-CWP1,JU18,-748405.6254,1894228.858,AEA_Custom_NLCD2016,1,25,45.3115693,1.914608463,0,0.224909767,0.22385974,0.213619297,-0.577417603,2.2739,2,0.86576772,1,4,1,4,4.876676071,4.842896003,0.499909044,3.988997614,5.947687874,4.106316603,5.744734522,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
150,deco_E03-GEN1,deco,E03-GEN1,JU18,-750186.8377,1893035.38,AEA_Custom_NLCD2016,0,25,53.52951289,0,0.003152766,0.224909767,0.732854867,-1.022224202,-0.486561003,1.8064,2,0.956457276,0,4,0,3,4.407790674,4.369861935,0.481288746,3.568662257,5.448126706,3.675831868,5.240494039,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
151,deco_E03-SAC1,deco,E03-SAC1,JU18,-749551.7612,1894576.538,AEA_Custom_NLCD2016,1,25,33.49139908,1.911314985,0,0.224909767,-0.508246653,0.211493419,-0.577417603,2.2534,2,0.925350781,1,4,1,4,5.656629198,5.632907061,0.559483718,4.645625044,6.846916426,4.784796052,6.628405781,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
152,deco_E03-SPG1,deco,E03-SPG1,JU18,-751307.1566,1893278.554,AEA_Custom_NLCD2016,1,25,55.69701321,0,0,0.224909767,0.867103427,-1.022224202,-0.577417603,2.0809,2,0.851603025,1,4,1,4,4.377352467,4.339232987,0.491010072,3.523685434,5.444694592,3.634454012,5.225069372,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
153,deco_E04-APM1,deco,E04-APM1,JU18,-746300.3545,1890957.243,AEA_Custom_NLCD2016,2,25,45.93465176,5.41694548,0.048752509,0.224909767,0.262451625,2.474311506,0.827535202,2.6246,2,0.734934591,2,4,2,4,4.612566188,4.568404381,0.710317531,3.365722534,6.121234306,3.535489365,5.850774443,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
154,deco_E04-SCR1,deco,E04-SCR1,JU18,-743997.0672,1891647.407,AEA_Custom_NLCD2016,1,25,25.83900486,2.868617326,0.167814114,0.224909767,-0.982213323,0.829413949,4.258659818,2.2661,2,0.974672144,1,4,1,4,4.474114216,4.427580476,0.884496223,2.854314802,6.357790807,3.105933835,6.00233601,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
155,deco_E04-SKW1,deco,E04-SKW1,JU18,-746392.8418,1893873.958,AEA_Custom_NLCD2016,5,25,35.84822451,2.547689564,0.042419031,0.224909767,-0.362271854,0.622261157,0.645016642,5.1157,5,0.334551494,5,6,5,6,4.846751199,4.813680099,0.516813377,3.907647882,5.948211357,4.043742567,5.739553699,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
156,deco_E04-TER1,deco,E04-TER1,JU18,-743558.1445,1893082.254,AEA_Custom_NLCD2016,1,25,40.94242337,5.413840324,0.064775007,0.224909767,-0.04675224,2.472307187,1.289272528,2.0278,2,0.881648961,1,4,1,4,4.641360552,4.587275454,0.730006594,3.326173848,6.199675827,3.535017759,5.907058906,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
157,deco_W01-GCP1,deco,W01-GCP1,JU18,-764523.9275,1894911.268,AEA_Custom_NLCD2016,4,24,71.03636884,1.915708812,0.077011494,-0.730956742,1.817177759,0.214329552,1.641904363,4.1238,4,0.346244926,4,5,4,5,3.809130489,3.790996258,0.509503348,2.882031216,4.899686631,3.022281132,4.679277323,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
158,deco_W01-LIP1,deco,W01-LIP1,JU18,-763635.7079,1893674.142,AEA_Custom_NLCD2016,1,24,75.13801035,0.956480153,0.052223816,-0.730956742,2.071221305,-0.40483438,0.927571541,2.1513,2,0.865958023,1,4,1,4,3.883723151,3.855793278,0.492099639,3.015422323,4.946933018,3.137432218,4.73829712,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
159,deco_W02-CHP1,deco,W02-CHP1,JU18,-771331.6971,1896688.943,AEA_Custom_NLCD2016,0,24,19.12996287,3.508100523,0,-0.730956742,-1.397751547,1.242188241,-0.577417603,1.6969,2,1.120605178,0,4,0,4,6.328900369,6.277523409,0.72990238,5.053761978,7.897132559,5.220302549,7.607220306,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
160,deco_W02-HOL1,deco,W02-HOL1,JU18,-771588.7225,1893559.237,AEA_Custom_NLCD2016,2,24,35.16369902,0,0,-0.730956742,-0.404669339,-1.022224202,-0.577417603,2.7912,3,0.777600814,2,4,2,4,5.392491304,5.364280392,0.612658187,4.286669083,6.68838253,4.435609231,6.459671925,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
161,deco_W02-MOR1,deco,W02-MOR1,JU18,-770516.8681,1895374.681,AEA_Custom_NLCD2016,3,24,44.04810997,0,0,-0.730956742,0.145604805,-1.022224202,-0.577417603,3.3164,3,0.551653399,3,5,3,4,4.840459698,4.811217896,0.536473293,3.882585971,5.980860952,4.015398936,5.76570076,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
162,deco_W02-SUN1,deco,W02-SUN1,JU18,-773012.6368,1894236.463,AEA_Custom_NLCD2016,2,24,54.92949269,0,0,-0.730956742,0.819565476,-1.022224202,-0.577417603,2.622,3,0.698544771,2,4,2,4,4.398826495,4.361088979,0.491727745,3.541970766,5.461141283,3.65310265,5.248439549,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
163,deco_W02-WBP1,deco,W02-WBP1,JU18,-768328.3521,1894879.102,AEA_Custom_NLCD2016,1,24,54.77165806,0.318552497,0.002866972,-0.730956742,0.809789665,-0.816604599,-0.494797014,2.0467,2,0.851346926,1,4,1,3,4.37424559,4.338568205,0.467461696,3.553125575,5.395235326,3.667881912,5.180643977,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
164,deco_W03-CPP1,deco,W03-CPP1,JU18,-774858.6841,1896939.427,AEA_Custom_NLCD2016,2,24,37.56183644,2.549882068,0,-0.730956742,-0.256135798,0.623676377,-0.577417603,2.7018,3,0.748954507,2,4,2,4,5.426692313,5.402830458,0.565103206,4.397758255,6.613711933,4.552540872,6.41374774,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
165,deco_W03-DAN1,deco,W03-DAN1,JU18,-775217.9678,1894815.992,AEA_Custom_NLCD2016,2,24,32.3158197,1.592762487,0,-0.730956742,-0.581058564,0.005873816,-0.577417603,2.745,3,0.770346898,2,4,2,4,5.714345445,5.686131376,0.564529705,4.682971133,6.906590439,4.836641739,6.692773539,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
166,deco_W03-GRA1,deco,W03-GRA1,JU18,-773779.2177,1896341.17,AEA_Custom_NLCD2016,3,23,32.55928797,2.552078349,0,-1.68682325,-0.565978859,0.625094035,-0.577417603,3.6157,3,0.700758601,3,5,3,5,5.774409428,5.745145089,0.589783535,4.706434044,7.029804978,4.860045735,6.805179948,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
167,deco_W03-MGP1,deco,W03-MGP1,JU18,-776822.311,1897567.073,AEA_Custom_NLCD2016,3,23,15.52248639,1.598721023,0,-1.68682325,-1.621187973,0.009719938,-0.577417603,4.1683,4,0.913815417,3,6,3,6,6.451161469,6.414886544,0.705151832,5.166162054,7.955066268,5.357856307,7.66877508,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
168,deco_W04-APE1,deco,W04-APE1,JU18,-781976.1387,1893485.984,AEA_Custom_NLCD2016,2,23,11.47421203,1.591849729,0,-1.68682325,-1.871926116,0.005284648,-0.577417603,3.2885,3,0.987909584,2,5,2,5,6.418504483,6.37900805,0.746347928,5.054910655,7.993345844,5.250796671,7.684942054,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
169,deco_W04-PVP1,deco,W04-PVP1,JU18,-777832.7222,1895060.869,AEA_Custom_NLCD2016,0,24,40.46488965,3.502069405,0,-0.730956742,-0.076329266,1.238295268,-0.577417603,1.5167,1,1.017951243,0,4,0,3,5.326507769,5.299222145,0.632131684,4.180796185,6.691696677,4.342489734,6.42545029,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
170,deco_W04-STM1,deco,W04-STM1,JU18,-778722.3938,1895891.19,AEA_Custom_NLCD2016,2,24,17.4886592,3.181876034,0,-0.730956742,-1.499409043,1.031616512,-0.577417603,3.1241,3,0.937223041,2,5,2,5,6.370792164,6.322176025,0.727838212,5.081849619,7.93030833,5.264094118,7.647344056,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
171,deco_W04-WES1,deco,W04-WES1,JU18,-779011.3687,1894380.144,AEA_Custom_NLCD2016,0,26,48.80576978,3.80952381,0,1.180776275,0.440280186,1.436751263,-0.577417603,1.5934,2,0.99768531,0,4,0,3,4.895159642,4.853388856,0.641920316,3.76817207,6.272536189,3.905014908,6.006278196,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
172,deco_W04-WSP1,deco,W04-WSP1,JU18,-783549.8309,1897452.713,AEA_Custom_NLCD2016,0,23,7.979885057,1.914608463,0,-1.68682325,-2.088354397,0.213619297,-0.577417603,2.0717,2,1.192351156,0,5,0,4,6.330470762,6.282604743,0.783282499,4.890928944,7.990959296,5.115584682,7.674829455,Denver,CO,2018,24,8,-762983.7202,1894226.609,0.180538267,10.35644237,0.758159973,1858,,160,-1.012205433,-0.482338074,1.158910748,-0.800762269,,,,,,,,,,,,,,,,,,,,,,,,
173,edal_BEHAC02BRO1,edal,BEHAC02BRO1,JU18,-1204172.066,3488289.275,AEA_Custom_NLCD2016,3,35,20.41066344,2.227313224,0.076174112,0.437394229,-0.198749771,-0.584649301,-0.132932429,3.5947,3,0.72338388,3,5,3,5,6.251643336,6.236539306,0.58736365,5.131388562,7.449643769,5.309972174,7.240439495,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
174,edal_BEHAD02HUS1,edal,BEHAD02HUS1,JU18,-1204766.896,3499307.707,AEA_Custom_NLCD2016,2,35,11.09979707,4.137623731,0.003723861,0.437394229,-0.935916534,1.123287459,-0.545081465,4.1183,4,1.248463446,2,7,2,6,8.111494771,8.108735156,0.774122673,6.581016792,9.604393541,6.835308631,9.385877482,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
175,edal_EDALA01RVH1,edal,EDALA01RVH1,JU18,-1194559.911,3492827.637,AEA_Custom_NLCD2016,1,34,25.20412165,3.188267177,0,-0.03364571,0.180761429,0.274503478,-0.566265462,2.2328,2,1.001950373,1,4,1,4,6.667954943,6.64965997,0.601488905,5.532045579,7.899943078,5.697623192,7.685290873,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
176,edal_EDALA01TEH1,edal,EDALA01TEH1,JU18,-1194645.455,3491678.379,AEA_Custom_NLCD2016,2,34,41.21809277,3.181876034,0,-0.03364571,1.448631332,0.268789398,-0.566265462,2.8135,3,0.799613462,2,5,2,4,5.763274584,5.708643468,0.768874392,4.415015741,7.401107656,4.584582001,7.102953625,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
177,edal_EDALA01VIP1,edal,EDALA01VIP1,JU18,-1195760.098,3493679.945,AEA_Custom_NLCD2016,1,34,27.94383839,2.545500827,0,-0.03364571,0.397672298,-0.300169735,-0.566265462,2.106,2,0.939815048,1,4,1,4,6.257504147,6.233791215,0.611013006,5.1206159,7.527017563,5.295528647,7.291064974,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
178,edal_EDALA02ABB1,edal,EDALA02ABB1,JU18,-1190078.412,3493426.648,AEA_Custom_NLCD2016,3,35,12.49093083,2.544043758,0,0.437394229,-0.825776669,-0.301472446,-0.566265462,3.9714,4,0.899590444,3,6,3,6,7.227803952,7.206743397,0.708203966,5.890740645,8.648961151,6.091685201,8.416580129,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
179,edal_EDALA02BEL1,edal,EDALA02BEL1,JU18,-1193504.615,3496582.852,AEA_Custom_NLCD2016,2,34,38.96302737,4.774181228,0,-0.03364571,1.270091635,1.69240957,-0.566265462,3.1401,3,0.964657995,2,5,2,5,6.474324423,6.441048864,0.87679743,4.894295322,8.314754217,5.120157628,7.975334025,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
180,edal_EDALA02CAR1,edal,EDALA02CAR1,JU18,-1189940.109,3495065.985,AEA_Custom_NLCD2016,1,35,21.65766318,3.818251241,0.013459336,0.437394229,-0.100021391,0.83774853,-0.489699099,2.4166,2,1.072734597,1,5,1,4,7.241307634,7.230596557,0.655449129,5.967967613,8.538016833,6.18453473,8.325448737,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
181,edal_EDALA02KER1,edal,EDALA02KER1,JU18,-1190884.014,3495662.099,AEA_Custom_NLCD2016,2,35,32.98562238,3.185524975,0.048451835,0.437394229,0.79684413,0.272051778,-0.290636644,2.8592,3,0.82827771,2,5,2,4,5.978293526,5.949734559,0.668208481,4.758778275,7.375831524,4.942992993,7.128734253,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
182,edal_EDALA02RVR1,edal,EDALA02RVR1,JU18,-1192111.186,3492469.486,AEA_Custom_NLCD2016,2,35,23.04571992,3.822629969,0,0.437394229,0.009874859,0.841663386,-0.566265462,3.1839,3,0.983553521,2,5,2,5,7.184776299,7.175421924,0.662872844,5.911804128,8.507493632,6.108492255,8.291245632,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
183,edal_EDALA03BAN1,edal,EDALA03BAN1,JU18,-1188342.028,3497394.392,AEA_Custom_NLCD2016,1,35,13.78815463,3.185524975,0.186926606,0.437394229,-0.723071911,0.272051778,0.497107258,2.8011,3,1.011949205,1,5,1,5,6.593092177,6.574353755,0.611855574,5.422640917,7.833337542,5.610048045,7.627460062,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
184,edal_EDALA03MAT1,edal,EDALA03MAT1,JU18,-1186503.126,3499735.029,AEA_Custom_NLCD2016,3,35,6.501335179,2.53968254,0.138571429,0.437394229,-1.299989342,-0.305371647,0.222028299,4.246,4,0.963834476,3,6,3,6,6.863674298,6.832106258,0.718137923,5.537182421,8.350229551,5.723513256,8.078324423,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
185,edal_EDALA03STC1,edal,EDALA03STC1,JU18,-1186641.024,3496927.489,AEA_Custom_NLCD2016,2,35,1.145842356,1.591393743,0.106846176,0.437394229,-1.72399836,-1.153200986,0.041552287,3.4216,3,1.052218683,2,6,2,5,6.822928146,6.788680166,0.847044393,5.259876075,8.58062938,5.498331937,8.257861132,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
186,edal_EDALB01CLO1,edal,EDALB01CLO1,JU18,-1197563.689,3491408.123,AEA_Custom_NLCD2016,1,34,31.36334217,3.823726221,0,-0.03364571,0.668403767,0.842643504,-0.566265462,2.7897,3,1.02848417,1,5,1,5,6.522784631,6.506115491,0.698301066,5.24595118,7.960775595,5.417044332,7.726174931,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
187,edal_EDALB01ROS1,edal,EDALB01ROS1,JU18,-1198546.957,3490652.019,AEA_Custom_NLCD2016,4,34,27.71749934,4.459734964,0,-0.03364571,0.379752416,1.411274995,-0.566265462,5.0905,5,0.935305955,4,7,4,7,7.175040149,7.170435894,0.759051417,5.711172261,8.697561478,5.940044984,8.453560795,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
188,edal_EDALB02DAI1,edal,EDALB02DAI1,JU18,-1196087.723,3487158.167,AEA_Custom_NLCD2016,1,34,34.89005233,1.274941034,0,-0.03364571,0.947623059,-1.436129448,-0.566265462,2.001,2,0.891896041,1,4,1,4,5.709380377,5.662381078,0.803581746,4.276785174,7.426697026,4.472539889,7.117499029,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
189,edal_EDALB02KIG1,edal,EDALB02KIG1,JU18,-1194375.575,3484053.333,AEA_Custom_NLCD2016,0,34,34.49659119,3.180965105,0.006298311,-0.03364571,0.916471664,0.26797497,-0.530436148,1.7634,2,1.043613603,0,4,0,4,6.055675549,6.020335532,0.679425271,4.825246491,7.484468196,4.995949611,7.228245921,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
190,edal_EDALB02MIG1,edal,EDALB02MIG1,JU18,-1195115.766,3485255.51,AEA_Custom_NLCD2016,1,34,19.55246087,1.908032818,0.012306812,-0.03364571,-0.266696017,-0.8701059,-0.496255483,2.1935,2,0.993356142,1,4,1,4,6.534416203,6.513669254,0.643927651,5.318001044,7.851144345,5.51904442,7.618175655,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
191,edal_EDALB02PYI1,edal,EDALB02PYI1,JU18,-1193210.828,3486356.683,AEA_Custom_NLCD2016,3,34,18.63914221,2.229228369,0.0931499,-0.03364571,-0.339005954,-0.582937042,-0.036361964,3.7643,4,0.822321793,3,6,3,5,6.276723141,6.261668288,0.58898406,5.148084312,7.490737834,5.333413515,7.263833855,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
192,edal_EDALB02ROR1,edal,EDALB02ROR1,JU18,-1195313.787,3486339.579,AEA_Custom_NLCD2016,1,34,25.45675182,0.954289531,0.006584598,-0.03364571,0.20076285,-1.722811893,-0.528807543,2.5588,2,0.990979699,1,5,1,4,6.051281328,6.016700862,0.78509679,4.592754861,7.679227113,4.812696839,7.400175178,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
193,edal_EDALB02SIB1,edal,EDALB02SIB1,JU18,-1193015.719,3482500.97,AEA_Custom_NLCD2016,1,34,39.22284779,2.871912694,0.013785181,-0.03364571,1.290662329,-0.008337164,-0.487845457,2.0718,2,0.916694493,1,4,1,4,5.746535556,5.697777831,0.742174599,4.426485443,7.312357079,4.603244306,7.031523389,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
194,edal_EDALB03TAM1,edal,EDALB03TAM1,JU18,-1190979.071,3481452.634,AEA_Custom_NLCD2016,0,34,8.05810583,3.185524975,0.663417431,-0.03364571,-1.176735551,0.272051778,3.207729131,2.2622,2,1.162147245,0,5,1,4,5.815546913,5.787324704,0.867976757,4.229050304,7.621232728,4.445126963,7.303365216,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
195,edal_EDALC01BEL1,edal,EDALC01BEL1,JU18,-1201471.036,3489581.849,AEA_Custom_NLCD2016,5,35,36.53634124,3.822629969,0,0.437394229,1.077964255,0.841663386,-0.566265462,5.4254,5,0.618120577,5,7,5,7,6.191489193,6.152850985,0.751135015,4.846848669,7.786807611,5.037281406,7.496607869,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
196,edal_EDALC01HAW1,edal,EDALC01HAW1,JU18,-1202526.186,3490833.478,AEA_Custom_NLCD2016,5,34,12.91276956,0.955931555,0,-0.03364571,-0.792378542,-1.721343822,-0.566265462,5.55,5,0.696238806,5,7,5,7,6.64870282,6.613128788,0.811913916,5.135997567,8.289941025,5.363907678,8.012125309,Edmonton,AB,2018,19,12,-1198888.587,3491065.721,0.193136486,2.706967845,0.605007616,1795,,223,-0.785842631,-2.066988861,0.320739762,0.538777375,,,,,,,,,,,,,,,,,,,,,,,,
